airport-id	latitude	longitude	airport-name
DVK	64.5113	-110.2895	DIAVIK DIAMOND MINE
DVL	48.1142	-98.9088	Devils Lake
DVO	7.1255	125.6458	Davao                                   
DWB	-16.0830	45.3670	  Soalala
DWC	24.8861	55.1722	Dubai Al Maktoum Intl                   
DWD	24.5000	44.4000	Dawadmi                                             
DXB	25.2528	55.3644	Dubai International                     
DYA	-22.6217	148.3633	DYSART
DYG	29.1028	110.4433	Zhangjiajie
DYR	64.7350	177.7383	Anadyr                                  
DYS	32.4222	-99.8597	DYESS AFB
DYU	38.5433	68.8250	Dushanbe
DZA	-12.8067	45.2806	Dzaoudzi                                
DZN	47.7089	67.7392	Zhezkazgan
DZO	-33.3564	-56.4961	DURAZNO/SANTA BERNARDINA
EAA	64.7781	-141.1496	Eagle                                   
EAE	-17.0900	168.3420	Emae                                    
EAL	9.3300	166.8420	Kwajalein Atoll MH
EAM	17.6111	44.4200	Nejran                                  
EAR	40.7238	-99.0068	Kearney
EAS	43.3565	-1.7906	San Sebastian
EAT	47.3984	-120.2062	Wenatchee
EAU	44.8658	-91.4843	Eau Claire
EBA	42.7628	10.2406	MARINA DI CAMPO
EBB	0.0408	32.4405	Entebbe
EBD	13.1529	30.2327	EL OBEID
EBH	33.6861	1.0139	El Bayadh
EBJ	55.5264	8.5525	Esbjerg Airport                         
EBL	36.2376	43.9632	Erbil                                   
EBM	31.7167	9.2667	EL BORMA
EBO	4.6000	168.7500	XXX
EBU	45.5342	4.2972	St-Etienne
ECA	-50.2803	-72.0532	EL CALAFATE
ECG	36.2606	-76.1746	ELISABETH CITY CGAS
ECH	-36.1567	144.7617	ECHUCA
ECN	35.1489	33.4997	Ercan                                   
ECP	30.3582	-85.7956	Panama City NW Florida Beaches Intl     
EDA	55.9540	-133.6580	Edna Bay
EDB	18.0250	30.9583	DEBBA
EDF	61.2531	-149.7939	ANCHORAGE ELMENDORF AFB
EDI	55.9500	-3.3725	Edinburgh
EDL	0.4045	35.2389	Eldoret                                 
EDM	46.7025	-1.3817	LA ROCHE SUR YON/LES AJONCS
EDO	39.5614	27.0247	BALIKESIR/KOERFEZ
EDR	-14.8967	141.6094	Pormpuraaw
EDW	34.9054	-117.8837	EDWARDS AFB
EED	34.7667	-114.6233	NEEDLES
EEK	60.2184	-162.0235	Eek
EFD	29.6073	-95.1587	HOUSTON/ELLINGTON FIELD
EFG	-9.1500	147.6500	  Efogi
EFL	38.1200	20.5006	Kefallinia
EGC	44.8244	0.5206	Bergerac
EGD	51.1583	-1.7400	BOSCOMBE DOWN
EGE	39.6425	-106.9176	Vail/Eagle County Apt
EGM	-8.5667	157.8667	Seghe
EGN	13.4835	22.4725	Geneina                                 
EGO	50.6433	36.5917	Belgorod
EGS	65.2833	-14.4014	Egilsstadir                             
EGV	45.9323	-89.2683	  Eagle River
EGX	58.1855	-157.3754	Egegik                                  
EHL	-41.9667	-71.5167	EL BOLSON
EHM	58.6465	-162.0628	CAPE NEWENHAM
EIE	58.4742	92.1125	  Yeniseysk
EIK	46.6700	38.1800	Eisk
EIL	64.6657	-147.1015	EIELSON AFB/FAIRBANKS
EIN	51.4500	5.3744	Eindhoven Airport
EIS	18.4458	-64.5411	Beef Island
EJA	7.0244	-73.8069	Barrancabermeja
EJH	26.1986	36.4761	Wedjh
EJN	42.0056	101.0020	Ejin Banner Taolai
EJT	6.1333	171.9167	XXX
EKA	40.8056	-124.1156	EUREKA
EKB	51.5900	75.2200	EKIBASTUZ
EKI	37.0007	-101.8800	ELKHART
EKN	38.8900	-79.8567	ELKINS
EKO	40.8249	-115.7917	Elko
EKS	49.1830	142.0830	Shakhtersk                              
EKT	59.3522	16.7083	ESKILSTUNA
ELC	-12.0208	135.5722	Elcho Island                            
ELD	33.2210	-92.8133	El Dorado                               
ELF	13.6149	25.3246	El Fasher                               
ELG	30.5689	2.8647	El Golea                                
ELH	25.4749	-76.6835	North Eleuthera
ELI	64.6150	-162.2705	Elim
ELM	42.1599	-76.8916	Elmira/Corning
ELO	47.8250	-91.8300	ELY MUNI
ELP	31.8067	-106.3778	El Paso International Apt               
ELQ	26.3028	43.7741	Gassim
ELS	-33.0347	27.8222	East London
ELT	28.2089	33.6456	EL TOR
ELU	33.5131	6.7825	El Oued
ELV	58.1952	-136.3474	Elfin Cove                              
ELY	39.2997	-114.8418	ELY AIRPORT YELLAND FIELD
EMA	52.8311	-1.3281	Nottingham East Midlands Airport        
EMD	-23.5675	148.1806	Emerald
EME	53.3910	7.2256	EMDEN
EMK	62.7861	-164.4907	Emmonak
EML	47.0933	8.3067	EMMEN
EMP	38.3317	-96.1917	EMPORIA MUNI
ENA	60.5731	-151.2450	Kenai
ENC	48.6922	6.2261	NANCY/ESSEY
ENE	-8.8493	121.6606	Ende                                    
ENF	68.3644	23.4275	ENONTEKIO
ENH	30.3203	109.4850	Enshi                                   
ENI	11.2020	119.4170	  El Nido
ENK	54.3989	-7.6517	ENNISKILLEN/ST ANGELO
ENL	38.5151	-89.0911	CENTRALIA MUNI
ENN	64.5473	-149.0740	NENANA
ENO	-34.5631	-58.7903	MARIANO MORENO
ENQ	14.3817	-87.6217	CORONEL ENRIQUE SOTO CANO AB
ENS	52.2758	6.8892	ENSCHEDE/TWENTHE
ENT	11.3400	162.3283	ENEWETAK AUX AAF
ENU	5.4672	7.5589	Enugu                                   
ENV	40.7186	-114.0308	WENDOVER
ENY	36.6369	109.5539	Yan'an
EOH	6.2203	-75.5906	Medellin Enrique Olaya Herrerra Apt
EOI	59.1914	-2.7739	Eday
EOR	6.7333	-61.5833	EL DORADO
EOZ	7.0597	-69.4967	  Elorza
EPA	-34.3636	-58.3645	El Palomar
EPH	47.3075	-119.5158	EPHRATA MUNI
EPL	48.3250	6.0667	Epinal
EPR	-33.6858	121.8211	Esperance
EPU	58.4190	24.4728	P�rnu
EQS	-42.9333	-71.1442	Esquel
ERC	39.7131	39.5206	Erzincan                                
ERF	50.9797	10.9581	Erfurt                                  
ERH	31.9482	-4.4007	ERRACHIDIA MOULAY ALI CHERIF
ERI	42.0819	-80.1761	Erie
ERL	43.6600	112.0000	Erenhot                                 
ERM	-27.6619	-52.2683	Erechim                                 
ERN	-6.6667	-69.9167	Eirunepe
ERS	-22.6075	17.0792	Windhoek Eros Apt
ERZ	39.9561	41.1694	Erzurum
ESB	40.1281	32.9950	Ankara Esenboga Apt                     
ESC	45.7227	-87.0937	Escanaba
ESD	48.7082	-122.9105	Eastsound                               
ESE	31.7947	-116.6008	ENSENADA
ESF	31.3947	-92.2958	ALEXANDRIA ESLER REGIONAL
ESH	50.8356	-0.2972	SHOREHAM
ESK	39.7822	30.5828	ESKISEHIR
ESL	46.3733	44.3317	Elista                                  
ESM	0.9786	-79.6267	Esmeraldas                              
ESR	-26.3133	-69.7658	EL SALVADOR/RICARDO GARCIA P.
ESS	-37.7281	144.9019	Essendon
ESU	31.3972	-9.6819	Essaouira                               
ETH	29.5594	34.9592	Eilat                 
ETM	29.4325	35.0041	Ramon
ETR	3.4330	-79.9830	Santa Rosa
ETZ	48.9783	6.2467	Metz/Nancy Lorraine
EUA	-21.3783	-174.9575	  Eua
EUG	44.1245	-123.2120	Eugene
EUN	27.1517	-13.2192	Laayoune
EUQ	10.4557	121.5600	Evelio Javier
EUX	17.4924	-62.9750	St Eustatius                            
EVE	68.4889	16.6783	Harstad-Narvik                          
EVG	62.0478	14.4242	Sveg
EVN	40.1473	44.3959	Yerevan
EVV	38.0370	-87.5324	Evansville
EVX	49.0286	1.2200	EVREUX/FAUVILLE
EWB	41.6825	-70.9617	New Bedford
EWD	56.4500	-159.7600	Wildman Lake
EWN	35.0731	-77.0431	New Bern
EWR	40.6925	-74.1687	New York Newark Liberty International Apt        
EXI	58.4205	-135.4490	Excursion Inlet
EXT	50.7344	-3.4139	Exeter                                  
EYK	63.6800	66.6800	Beloyarsky
EYP	5.3191	-72.3841	El Yopal
EYW	24.5562	-81.7595	Key West International Apt              
EZE	-34.8222	-58.5358	Buenos Aires Ministro Pistarini         
EZS	38.6050	39.2939	Elazig
EZV	63.5600	65.0300	Berezovo                                
F47	29.6460	-84.9166	APALACHICOLA / ST. GEORGE ISL
FAA	10.0060	-10.7599	FARANAH
FAB	51.2758	-0.7764	FARNBOROUGH
FAC	-16.6867	-145.3328	Faaite                                  
FAE	62.0636	-7.2772	Faroe Islands
FAH	32.3656	62.1651	Farah
FAI	64.8137	-147.8597	Fairbanks International Apt             
FAK	-16.0500	-145.6500	FAKARAVA
FAN	58.1003	6.6250	FARSUND/LISTA
FAO	37.0144	-7.9659	Faro                                    
FAR	46.9207	-96.8158	Fargo
FAT	36.7762	-119.7181	Fresno Yosemite International Airport   
FAV	-16.0542	-145.6570	Fakarava                                
FAY	34.9911	-78.8803	Fayetteville Municipal Apt
FBA	-2.5315	-66.0714	Fonte Boa
FBD	37.1219	70.5186	Faizabad                                
FBE	-26.0589	-53.0633	Francisco Beltrao
FBK	64.8365	-147.6168	FAIRBANKS/FORT WAINWRIGHT AAF
FBM	-11.5913	27.5309	Lubumbashi
FBS	48.5436	-123.0061	Friday Harbor SPB                       
FCA	48.3105	-114.2560	Kalispell
FCN	53.7683	8.6642	NORDHOLZ
FCO	41.8003	12.2389	Rome Fiumicino Apt
FCS	38.6784	-104.7566	BUTTS ARMY AFLD FT CARSON
FDE	61.3911	5.7569	Forde                                   
FDF	14.5922	-60.9964	Fort de France
FDH	47.6713	9.5115	Friedrichshafen                         
FDK	39.4178	-77.3744	FREDERICK MUNI
FDY	41.0120	-83.6686	FINDLAY
FEC	-12.2025	-38.9061	FEIRA DE SANTANA/J.D.CARNEIRO
FEG	40.3583	71.7450	Fergana
FEL	48.2057	11.2670	FUERSTENFELDBRUCK
FEN	-3.8500	-32.4167	Fernando De Noronha                     
FEP	42.2462	-89.5820	FREEPORT ALBERTUS
FEZ	33.9272	-4.9792	Fes
FFD	51.6833	-1.7833	FAIRFORD (RAF)
FGD	22.6667	-12.7333	FDERIK
FGU	-15.8231	-140.8833	Fangatau
FHU	31.5885	-110.3444	FORT HUACHUCA/SIERRA VISTA
FHZ	-15.9922	-140.1647	Fakahina
FIE	59.3205	1.3743	Fair Isle Airport
FIH	-4.3856	15.4447	Kinshasa N'Djili Intl Apt
FJR	25.1097	56.3306	Fujairah
FKB	48.7794	8.0805	Karlsruhe/Baden-Baden Baden Airpark
FKI	0.4817	25.3380	Kisangani
FKJ	36.1428	136.2239	FUKUI
FKL	41.3778	-79.8603	Franklin Chess Lamberton Apt
FKQ	-2.9202	132.2670	Fak Fak
FKS	37.2275	140.4281	Fukushima
FLA	1.5889	-75.5639	Florencia
FLB	-6.8458	-43.0775	FLORIANO/CANGAPARA
FLG	35.1386	-111.6711	Grand Canyon Pulliam Field Airport      
FLL	26.0727	-80.1527	Fort Lauderdale/Hollywood Intl Apt
FLN	-27.6703	-48.5522	Florianopolis
FLO	34.1854	-79.7239	Florence                                
FLR	43.8097	11.2039	Florence                                
FLS	-40.0903	147.9933	Flinders Island
FLV	39.3683	-94.9150	FT LEAVENWORTH SHERMAN AAF
FLW	39.4580	-31.1321	Flores Island
FLZ	01.3321	98.5320	Ferdinand Lumban Tobing
FMA	-26.2128	-58.2281	Formosa
FMH	41.6583	-70.5217	FALMOUTH/OTIS AFB
FMI	-5.8755	29.2494	Kalemie
FMM	47.9888	10.2395	Memmingen
FMN	36.7420	-108.2298	Farmington
FMO	52.1346	7.6848	Muenster/Osnabrueck
FMY	26.5867	-81.8633	FT MYERS PAGE FLD
FNA	8.6165	-13.1956	Freetown Lungi International Apt        
FNB	53.6037	13.3101	NEUBRANDENBURG
FNC	32.6942	-16.7781	Funchal
FNE	-8.5500	147.0830	  Fane
FNI	43.7575	4.4164	Nimes
FNJ	39.2436	125.6758	Pyongyang
FNL	40.4518	-105.0113	  Fort Collins/Loveland
FNT	42.9654	-83.7436	Flint                                   
FOA	38.6649	-88.4530	FLORA MUNI
FOC	25.9333	119.6617	Fuzhou
FOD	42.5512	-94.1918	Fort Dodge                              
FOE	38.9509	-95.6636	TOPEKA FORBES
FOG	41.4339	15.5358	Foggia
FOM	5.6444	10.7564	FOUMBAN
FON	10.4744	-84.5817	Fortuna                                 
FOR	-3.7761	-38.5325	Fortaleza
FOS	-30.8394	128.1136	FORREST
FPM	48.6053	2.6708	MELUN/VILLAROCHE
FPO	26.5587	-78.6956	Freeport                                
FPR	27.4950	-80.3683	FT PIERCE ST LUCIE CO INTL
FRA	50.0333	8.5705	Frankfurt International Apt             
FRB	-33.3633	147.9350	FORBES
FRC	-20.5897	-47.3819	FRANCA
FRD	48.5220	-123.0244	Friday Harbor                           
FRE	-8.1075	159.5772	Fera Island                             
FRG	40.7288	-73.4134	FARMINGDALE/REPUBLIC
FRL	44.1964	12.0706	FORLI
FRO	61.5836	5.0247	Floro                                   
FRS	16.9233	-89.8700	Flores
FRU	43.0617	74.4783	Bishkek
FRW	-21.1608	27.4821	Francistown                             
FRZ	51.1145	9.2858	FRITZLAR
FSC	41.5022	9.0967	Figari                                  
FSD	43.5820	-96.7419	Sioux Falls
FSK	37.7984	-94.7694	FORT SCOTT MUNI
FSM	35.3366	-94.3674	Fort Smith
FSP	46.7632	-56.1743	St Pierre
FSS	57.6500	-3.5517	KINLOSS
FSZ	34.7961	138.1894	Shizuoka
FTA	-19.5164	170.2319	Futuna Island                           
FTE	-50.2803	-72.0531	El Calafate
FTG	39.7852	-104.5431	FRONT RANGE DENVER
FTK	37.9071	-85.9720	GODMAN AAF (FT. KNOX)
FTU	-25.0381	46.9561	Tolanaro
FTW	32.8198	-97.3624	FORT WORTH/MEACHAM INTL
FTY	33.7792	-84.5222	ATLANTA/FULTON COUNTY
FUE	28.4527	-13.8638	Fuerteventura                           
FUG	32.8817	115.7339	Fuyang
FUJ	32.6664	128.8328	Fukue
FUK	33.5844	130.4517	Fukuoka
FUN	-8.5250	179.1950	Funafuti
FUO	23.0833	113.0708	Foshan
FUT	-14.3114	-178.0661	Futuna
FVM	-0.3090	73.4320	Fuvahmulak Island                       
FWA	40.9785	-85.1951	Fort Wayne Baer Field
FWC	38.3786	-88.4128	FAIRFIELD MUNI
FWH	32.7683	-97.4417	CARSWELL AFB
FXE	26.1973	-80.1707	FORT LAUDERDALE EXECUTIVE
FYJ	48.1158	134.2159	Fuyuan Dongji
FYN	46.4804	89.3218	Fuyun Koktokay
FYT	17.9161	19.1089	FAYA LARGEAU
FYU	66.5715	-145.2504	Fort Yukon                              
FYV	36.0053	-94.1700	FAYETTEVILLE DRAKE FLD
FZO	51.5194	-2.5908	BRISTOL/FILTON
GAD	33.9726	-86.0890	NE ALABAMA RGNL AIRPORT
GAE	33.8833	10.1167	GABES
GAF	34.4156	8.8136	GAFSA/KSAR
GAH	-25.6153	151.6228	GAYNDAH
GAJ	38.4119	140.3711	Yamagata
GAL	64.7362	-156.9373	Galena
GAM	63.7668	-171.7328	Gambell
GAN	-0.6933	73.1556	Gan Island                              
GAO	20.0853	-75.1583	Guantanamo Los Canos Apt                
GAQ	16.2483	0.0058	GAO
GAU	26.1044	91.5886	Guwahati                                
GAX	-2.7670	9.9830	  Gamba
GAY	24.7481	84.9425	Gaya
GBB	40.8088	47.7252	Gabala                                  
GBD	38.3443	-98.8592	Great Bend                              
GBE	-24.5558	25.9189	Gaborone
GBJ	15.8686	-61.2722	MARIE GALANTE
GBT	36.9094	54.4014	Gorgan                                  
GCC	44.3489	-105.5394	Gillette
GCH	30.3376	50.8280	Gachsaran  
GCI	49.4350	-2.6020	Guernsey
GCJ	-25.9871	28.1405	GRAND CENTRAL
GCK	37.9275	-100.7243	Garden City
GCM	19.2924	-81.3592	Grand Cayman Island                     
GCN	35.9523	-112.1470	GRAND CANYON/NATIONAL PARK
GCO	-23.4400	-57.4267	CONCEPCION/CARMELO PERALTA
GCW	35.9903	-113.8164	Grand Canyon West
GDE	5.9351	43.5786	Gode                                    
GDG	53.4667	125.8133	MAGDAGACHI
GDL	20.5214	-103.3108	Guadalajara
GDN	54.3776	18.4662	Gdansk
GDO	7.2333	-70.8000	GUASDUALITO
GDQ	12.5199	37.4340	Gonder                                  
GDT	21.4445	-71.1423	Grand Turk
GDV	47.1386	-104.8072	Glendive
GDX	59.9100	150.7183	Magadan                                 
GDZ	44.5703	38.0122	Gelendzhik
GEA	-22.2631	166.4681	Noumea Magenta Apt
GEC	35.2333	33.7328	GECITKALE
GEG	47.6198	-117.5337	Spokane International Apt
GEL	-28.2817	-54.1683	Santo Angelo
GEO	6.4989	-58.2544	Georgetown                              
GER	21.8383	-82.7792	Nueva Gerona
GES	6.1075	125.2328	General Santos                          
GET	-28.7975	114.7061	Geraldton
GEV	67.1331	20.8122	Gallivare
GEY	44.5168	-108.0828	SOUTH BIG HORN CO.
GFA	47.5046	-111.1873	GREAT FALLS/MALMSTROM AFHP
GFF	-34.2517	146.0667	Griffith                                
GFK	47.9493	-97.1761	Grand Forks                             
GFL	43.3411	-73.6103	GLENS FALLS FLOYD BENNETT MEML
GFN	-29.7633	153.0286	Grafton
GFY	-19.6000	18.1333	GROOTFONTEIN
GGG	32.3840	-94.7115	Longview
GGM	0.2664	34.7833	Kakamega
GGR	8.2739	48.3420	Garowe   
GGS	-48.7836	-70.1608	GOBERNADOR GREGORE
GGT	23.5626	-75.8780	George Town                             
GGW	48.2125	-106.6147	Glasgow
GHA	32.3817	3.7994	Ghardaia
GHB	25.2847	-76.3310	Governors Harbour                       
GHC	25.7383	-77.8401	  Bullock Harbour
GHE	8.0670	-78.3670	Garachine
GHF	49.6483	9.9667	GIEBELSTADT AAF
GHT	25.1369	10.1450	Ghat                                    
GHU	-33.0108	-58.6125	GUALEGUAYCHU
GIB	36.1500	-5.3500	Gibraltar                               
GIC	-9.2333	142.2183	  Boigu Island
GIG	-22.8100	-43.2506	Rio de Janeiro International Apt
GII	11.4011	-9.1868	SIGUIR
GIL	35.9244	74.3403	Gilgit                                  
GIR	4.2761	-74.7958	GIRARDOT / SANTIAGO VILA
GIS	-38.6633	177.9783	Gisborne
GIU	07.5721	80.4341	Sigiriya
GIZ	16.9011	42.5858	Jazan                                   
GJA	16.4454	-85.9066	Guanaja
GJL	36.7944	5.8736	JIJEL/FERHAT ABBAS
GJM	-10.7881	-65.2811	GUAJARA-MIRIM
GJT	39.1224	-108.5267	Grand Junction
GKA	-6.0844	145.3966	Goroka                                  
GKE	50.9608	6.0425	GEILENKIRCHEN
GKK	0.7308	73.4331	Kooddoo Island                          
GKN	62.1549	-145.4566	GULKANA
GLA	55.8719	-4.4331	Glasgow International Airport           
GLD	39.3706	-101.6989	GOODLAND RENNER FLD (GOD.MUNI)
GLE	33.6514	-97.1969	GAINESVILLE MUNI
GLF	8.6538	-83.1805	Golfito                                 
GLH	33.4828	-90.9856	Greenville                              
GLI	-29.6767	151.6917	GLEN INNES
GLK	6.7808	47.4547	Galcaio                                 
GLN	29.0267	-10.0503	Guelmime
GLO	51.8942	-2.1672	Gloucester/Cheltenham                   
GLS	29.2653	-94.8604	GALVESTON INTL-SCHOLES FLD
GLT	-23.8714	151.2217	Gladstone
GLU	26.5207	90.2755	Gelephu
GLV	64.5505	-163.0072	Golovin             
GLX	01.5014	127.4708	Gamar Malamo                    
GLZ	51.5681	4.9331	BREDA/GILZE-RIJEN
GMA	3.2667	19.7667	Gemena
GMB	8.1173	34.5634	Gambela
GME	52.5272	31.0183	GOMEL
GMI	-6.2711	150.3306	  Gasmata Island
GML	50.5983	30.1967	KYIV/ANTONOV-GOSTOMEL
GMN	-42.4617	171.1900	GREYMOUTH
GMO	10.2894	11.1717	Gombe
GMQ	34.4217	100.3515	Golog Maqin
GMP	37.5569	126.7975	Seoul Gimpo International Airport
GMR	-23.0833	-134.8833	Totegegie
GMU	34.8481	-82.3500	GREENVILLE DOWNTOWN
GMZ	28.0296	-17.2146	San Sebastian/Gomera
GNA	53.6017	24.0550	GRODNO
GNB	45.3631	5.3328	GRENOBLE ST GEOIRS
GND	12.0039	-61.7861	Grenada                                 
GNE	-21.7000	21.6667	GHANZI
GNI	22.4025	121.2759	LYUDAO
GNM	-14.2064	-42.7506	GUANAMBI
GNR	-38.9833	-67.6000	GENERAL ROCA/FUERTE GRAL ROCA
GNS	1.1664	97.7047	Gunung Sitoli
GNT	35.1653	-107.9006	GRANTS-MILAN MUNI
GNU	59.1174	-161.5774	Goodnews Bay
GNV	29.6900	-82.2719	Gainesville
GNY	37.0919	38.8462	Sanliurfa
GOA	44.4131	8.8378	Genoa
GOB	7.0705	40.0245	Robe
GOH	64.1909	-51.6781	Nuuk                                    
GOI	15.3797	73.8278	Goa
GOJ	56.2300	43.7833	Nizhny Novgorod                         
GOM	-1.6709	29.2384	Goma                                    
GON	41.3300	-72.0451	GROTON/NEW LONDON
GOO	-28.5217	150.3200	GOONDIWINDI
GOP	26.7397	83.4497	Gorakhpur
GOQ	36.2402	94.4710	Golmud                                  
GOT	57.6600	12.2911	Goteborg Landvetter Apt                 
GOU	9.3367	13.3811	Garoua                                  
GOV	-12.2700	136.8183	Nhulunbuy
GOY	-29.1000	-59.2500	GOYA
GOZ	43.1517	25.7117	GORNA/ORYAHOVITSA
GPA	38.1500	21.4167	ARAXOS AB
GPB	-25.3881	-51.5244	GUARAPUAVA
GPI	2.5701	-77.8986	Guapi
GPO	-35.6875	-63.7417	GENERAL PICO
GPS	-0.4539	-90.2658	Baltra Island
GPT	30.4073	-89.0701	Gulfport/Biloxi
GPZ	47.2111	-93.5098	Grand Rapids
GRB	44.4851	-88.1296	Green Bay
GRF	47.0792	-122.5807	GRAY AAF AIRPORT FT LEWIS
GRI	40.9675	-98.3096	Grand Island                            
GRJ	-34.0111	22.3806	George
GRK	31.0672	-97.8289	Killeen Gray AAF
GRO	41.9010	2.7605	Girona
GRP	-11.7433	-49.1250	GURUPI
GRQ	53.1250	6.5833	Groningen
GRR	42.8808	-85.5228	Grand Rapids                            
GRS	42.7597	11.0719	GROSSETO
GRU	-23.4356	-46.4731	Sao Paulo Guarulhos Intl Apt
GRV	43.3330	45.7000	Grozny
GRW	39.0922	-28.0298	Graciosa Island                         
GRX	37.1887	-3.7774	Granada
GRY	66.5547	-18.0175	GRIMSEY
GRZ	46.9931	15.4392	Graz
GSB	35.3393	-77.9607	GOLDSBORO/SEYMOUR JOHNSON AFB
GSE	57.7756	11.8706	Goteborg City Apt
GSM	26.7519	55.8972	Gheshm Island
GSO	36.0977	-79.9373	Greensboro/High Point
GSP	34.8956	-82.2188	Greenville/Spartanburg Apt              
GSQ	22.5833	28.7161	SHARK EL-OWINAT
GST	58.4243	-135.7073	Gustavus Apt
GSU	14.1333	35.3167	GEDAREF
GSV	51.4246	46.1016	Saratov Gagarin
GTA	-8.7500	158.2000	Gatokae SB
GTB	44.0556	-75.7195	WHEELER SACK AAF
GTE	-13.9750	136.4600	Groote Eylandt
GTF	47.4820	-111.3707	Great Falls International Apt
GTH	30.1167	30.9167	CAIRO WEST MIL
GTO	0.6383	122.8522	Gorontalo                               
GTR	33.4503	-88.5914	Columbus Golden Triangle Regional Apt
GTS	-26.9500	133.6000	The Granites
GTZ	-2.0169	34.2210	Grumeti
GUA	14.5817	-90.5267	Guatemala City
GUB	28.0133	-114.0126	Guerrero Negro Airport
GUC	38.5339	-106.9330	Gunnison
GUH	-30.9611	150.2506	GUNNEDAH
GUI	10.5800	-62.3183	GUIRIA ALMIRANTE/C. COLON
GUJ	-22.7911	-45.2039	GUARATINGUETA
GUL	-34.8089	149.7278	GOULBURN
GUM	13.4839	144.7972	Guam Antonio B Won Pat International
GUP	35.5111	-108.7893	GALLUP MUNI
GUQ	9.0167	-69.7333	GUANARE
GUR	-10.3104	150.3341	Alotau
GUT	51.9237	8.3075	GUTERSLOH
GUW	47.1219	51.8214	Atyrau
GUY	36.6853	-101.5078	GUYMON MUNI
GUZ	-20.6500	-40.4917	GUARAPARI
GVA	46.2383	6.1094	Geneva
GVE	38.1567	-78.1650	GORDONSVILLE MUNI
GVN	48.5800	140.1800	Sovetskaya Gavan
GVR	-18.8947	-41.9817	Governador Valadares
GVT	33.0678	-96.0653	GREENVILLE MAJORS
GVX	60.5933	16.9514	GAVLE
GWD	25.2333	62.3295	Gwadar
GWE	-19.4417	29.8583	GWERU/THORNHILL
GWL	26.2933	78.2278	Gwalior                                 
GWO	33.4950	-90.0850	GREENWOOD/LEFLORE
GWT	54.9116	8.3424	Westerland
GWY	53.3002	-8.9412	GALWAY
GXF	15.9636	48.7850	Sayun
GXG	-7.7667	15.3000	NEGAGE
GXH	34.8106	102.6447	Xiahe                                   
GXQ	-45.5928	-72.1019	COYHAIQUE/TENIENTE VIDAL
GYA	-10.8217	-65.3458	Guayaramerin                            
GYD	40.4675	50.0467	Baku Heydar Aliyev International Apt
GYE	-2.1581	-79.8839	Guayaquil
GYH	34.7583	-82.3764	DONALDSON CENTER AIRPORT
GYI	-1.6772	29.2589	  Gisenyi
GYL	-16.6369	128.4500	ARGYLE
GYM	27.9693	-110.9178	GUAYMAS
GYN	-16.6297	-49.2267	Goiania
GYP	-26.2833	152.7000	GYMPIE
GYR	33.4237	-112.3745	PHOENIX GOODYEAR
GYS	32.3911	105.7017	Guangyuan          
GYU	36.0434	106.1305	Guyuan Liupanshan                  
GYY	41.6163	-87.4128	GARY/CHICAGO INTL
GZA	31.2464	34.2761	GAZA INTL
GZO	-8.0970	156.8630	Gizo
GZP	36.2992	32.3006	Gazipasa
GZT	36.9489	37.4792	Gaziantep
HAA	70.4867	22.1397	Hasvik                                  
HAC	33.1150	139.7856	Hachijojima                             
HAD	56.6908	12.8200	Halmstad
HAE	36.1916	-113.0924	  Supai Village
HAH	-11.5365	43.2713	Moroni Prince Said Ibrahim
HAJ	52.4602	9.6835	Hannover
HAK	19.9333	110.4567	Haikou                                  
HAM	53.6303	9.9883	Hamburg Airport
HAN	21.2217	105.8056	Hanoi
HAQ	6.7464	73.1686	Hanimaadhoo Island                      
HAS	27.4398	41.6863	Hail                                    
HAU	59.3432	5.2125	Haugesund
HAV	22.9892	-82.4092	Havana                                  
HAW	51.8331	-4.9611	HAVERFORDWEST
HBA	-42.8367	147.5100	Hobart
HBE	30.9181	29.6958	Alexandria Borg el Arab                 
HBR	34.9914	-99.0514	HOBART
HBU	48.8556	103.4722	Bulgan (Khovd)
HBX	15.3617	75.0849	Hubli                                   
HCN	22.0411	120.7302	Hengchun
HCQ	-18.2333	127.6700	HALLS CREEK
HCR	62.1883	-159.7749	Holy Cross
HDB	49.3933	8.6517	HEIDELBERG AAF
HDD	25.3000	68.3833	HYDERABAD
HDF	53.8787	14.1523	HERINGSDORF
HDG	36.6000	114.4600	Handan                                  
HDM	34.8694	48.5506	HAMADAN
HDN	40.5203	-107.3047	Hayden
HDO	29.3594	-99.1767	HONDO MUNI
HDS	-24.3546	31.0504	Hoedspruit
HDY	6.9328	100.3950	Hat Yai                                 
HEA	34.2161	62.2264	Herat                                   
HEH	20.7433	96.7930	Heho                                    
HEI	54.1550	8.9033	  Heide-B�sum
HEK	50.2500	127.3000	Heihe
HEL	60.3172	24.9633	Helsinki-Vantaa
HEM	60.2539	25.0442	HELSINKI/MALMI
HEN	60.1478	24.9242	Helsinki Heliport
HER	35.3397	25.1803	Heraklion                           
HET	40.8517	111.8250	Hohhot                                  
HEW	37.8958	23.7278	ATHENS/CENTRAL
HEZ	31.6133	-91.2967	HARDY-ANDERS FLD/NATCHEZ-ADAMS
HFA	32.8094	35.0431	HAIFA
HFD	41.7367	-72.6333	HARTFORD BRAINARD
HFE	31.7833	117.3000	Hefei                                   
HFN	64.2956	-15.2272	HOFN/HORNAFFJOROUR
HFS	60.0211	13.5789	Hagfors
HFT	70.6797	23.6686	Hammerfest                              
HGA	9.4878	44.0875	Hargeisa                                
